data_id,wikipedia_title,wikipedia_url,question_original,dataset_image_ids,question,answer,final_evidence,evidence,evidence_section_id,evidence_section_title,question_type,final_check_tag,final_check_reason,final_model
infoseek_val_00029866,Bombylius major,https://en.wikipedia.org/wiki/Bombylius_major,What is the closest upper taxonomy of this insect?,oven_05043482,What is the closest upper taxonomic rank of this insect?,Bombyliidae,B. major is part of the family Bombyliidae,B. major is part of the family Bombyliidae,1,Description,String,Needs_revision,"The evidence states 'family Bombyliidae', which is the closest upper taxonomic rank. 'Bombylius' is the genus, not the upper rank. The shortest exact phrase answering the question is 'Bombyliidae'.",deepseek-chat
infoseek_val_00046540,Bonefish,https://en.wikipedia.org/wiki/Bonefish,What is the closest upper taxonomy of this fish?,oven_05051020,What is the genus of this fish?,Albula,Albula vulpes is the largest and most widespread of the Atlantic species.,Albula vulpes is the largest and most widespread of the Atlantic species.,1|6|7,History|References|External links,String,Needs_revision,"The evidence supports 'Albula' as the genus (from 'Albula vulpes'), but the original evidence text contains extraneous information. The shortest exact phrase answering the question is extracted. The question does not leak the target entity and matches the answer type.",deepseek-chat
infoseek_val_00002233,Bonnethead,https://en.wikipedia.org/wiki/Bonnethead,"What is the conservation status of this fish? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",oven_04974791,What is the conservation status of this fish according to the IUCN?,Endangered,leading it to be uplifted to 'Endangered' in 2020.,leading it to be uplifted to 'Endangered' in 2020.,11,Conservation,String,Needs_revision,"The evidence supports 'Endangered' as the answer, but the shortest exact phrase containing the answer is 'Endangered' (from 'to 'Endangered' in 2020'). The original evidence snippet was unnecessarily long. The question does not leak the entity name and matches the evidence.",deepseek-chat
infoseek_val_00013872,Border Collie,https://en.wikipedia.org/wiki/Border_Collie,What is the country of origin of this animal?,oven_04979188,What is the country of origin of this animal?,British,The Border Collie is a British breed of herding dog of medium size.,The Border Collie is a British breed of herding dog of medium size.,0|6|11|15|21|23|24|28,Border Collie|History|ISDS sheepdog trial|United Kingdom|Elsewhere|Livestock work|Dog sports|References,String,Needs_revision,"The evidence states 'British breed' which indicates country of origin. 'Scotland' is mentioned as part of the Anglo-Scottish border region, but the evidence explicitly identifies it as a 'British breed'. For String type, using the shortest exact phrase 'British' is more precise than 'Scotland'.",deepseek-chat
infoseek_val_00004619,Border Collie,https://en.wikipedia.org/wiki/Border_Collie,What is the height of this animal in centimetre?,oven_04979158,What is the maximum height of a female of this animal in centimetres?,53,females from 46 to 53 centimetres (18 to 21 in),females from 46 to 53 centimetres (18 to 21 in),1,Description,Numerical,Needs_revision,Original question asked for 'height' without specifying single value or range. Evidence provides a range (46-53 cm). Revised question to ask for maximum height to match the single numerical value provided in original answer. Shortened evidence to relevant snippet.,deepseek-chat
infoseek_val_00024626,Boreal chorus frog,https://en.wikipedia.org/wiki/Boreal_chorus_frog,What is the closest parent taxonomy of this animal?,oven_05044965,What is the genus of this animal?,Pseudacris,The boreal chorus frog (Pseudacris maculata) is a species of chorus frog native to Canada from central Quebec to eastern British Columbia and north to the Northwest Territories and the southern portion of the Yukon.,The boreal chorus frog (Pseudacris maculata) is a species of chorus frog native to Canada from central Quebec to eastern British Columbia and north to the Northwest Territories and the southern portion of the Yukon.,0|1|2|3|4|5,Boreal chorus frog|Description|Ecology and behaviour|Threats|References|External links,String,Needs_revision,"The final_answer 'Pseudacris' is supported by the evidence, but the evidence provided in the input contains multiple snippets. The shortest exact phrase that answers the question is the first snippet, which explicitly states the genus. The other snippets are not needed to answer the question, so evidence and final_evidence have been revised to contain only the supporting snippet.",deepseek-chat
infoseek_val_00064175,Borscht,https://en.wikipedia.org/wiki/Borscht,What is the country of origin of this food?,oven_05062694,What is the country of origin of this food?,Ukraine,"In its currently most popular, beet-based version, borscht most likely originated in what is now Ukraine.","In its currently most popular, beet-based version, borscht most likely originated in what is now Ukraine.",0|13|14|15|17|20|23|26|27|28,"Borscht|Origin|Diversification|Novel ingredients: beets, tomatoes and potatoes|Borscht in the USSR|As an ethnic dish|References|Secondary|Other languages|Primary or self-published",String,Needs_revision,"The original final_answer 'Kievan Rus'' is not found in the evidence text. The evidence clearly states 'originated in what is now Ukraine.' For String question type, the shortest exact phrase that answers the question is 'Ukraine'. The evidence has been revised to the single supporting snippet that provides this answer.",deepseek-chat
infoseek_val_00011534,Botanical Museum Greifswald,https://en.wikipedia.org/wiki/Botanical_Museum_Greifswald,Which city or region does this building locate in?,oven_04954173,In which city is this building located?,Greifswald,The Botanical Museum Greifswald (German: Botanisches Museum Greifswald) is a scientific collection at the department of botany of the University of Greifswald. A herbarium was created in the 17th century when Samuel Gustav Wilcke founded the Botanical Gardens of Greifswald. Die Sammlungen des Botanischen Institutes der ...,The Botanical Museum Greifswald (German: Botanisches Museum Greifswald) is a scientific collection at the department of botany of the University of Greifswald. A herbarium was created in the 17th century when Samuel Gustav Wilcke founded the Botanical Gardens of Greifswald. Die Sammlungen des Botanischen Institutes der ...,0|1|3|4|5,Botanical Museum Greifswald|History|References|Sources|External links,String,OK,"The final_answer 'Greifswald' is directly supported by the evidence text. The question is a String type, and 'Greifswald' is the shortest exact phrase that answers it. The question does not leak the target entity and matches the answer. No revision needed.",deepseek-chat
infoseek_val_00001488,Bothrops asper,https://en.wikipedia.org/wiki/Bothrops_asper,What is the closest upper taxonomy of this animal?,oven_04961950,What is the genus of this animal?,Bothrops,"The generic name, Bothrops, comes from the Greek words bothros and ops, which mean ""pit"" and ""face"" (or ""eye""), respectively.","The generic name, Bothrops, comes from the Greek words bothros and ops, which mean ""pit"" and ""face"" (or ""eye""), respectively.",0|1|2|3|4|7|9|13|15,Bothrops asper|Etymology|Common names|Description|Distribution|Diet|Venom|References|External links,String,Needs_revision,"The original question asked for 'closest upper taxonomy' which is ambiguous. The evidence clearly states the genus is Bothrops, so the question was revised to ask specifically for the genus. The evidence snippet was narrowed to the most relevant sentence that directly supports the answer.",deepseek-chat
infoseek_val_00036535,Bouzov Castle,https://en.wikipedia.org/wiki/Bouzov_Castle,What country does this building belong to?,oven_05013945,What country does this building belong to?,Czech Republic,"It was built on a hill between the village of Hvozdek and the town of Bouzov, 21 kilometres (13 mi) west of Litovel and 28 kilometres (17 mi) northwest of Olomouc, in Moravia, Czech Republic. His original title was Jiří of Kunštát and Bouzov. In 1458. His original title was Jiří of Kunštát and Bouzov. Miroslav Krob, Če ...","It was built on a hill between the village of Hvozdek and the town of Bouzov, 21 kilometres (13 mi) west of Litovel and 28 kilometres (17 mi) northwest of Olomouc, in Moravia, Czech Republic. His original title was Jiří of Kunštát and Bouzov. In 1458. His original title was Jiří of Kunštát and Bouzov. Miroslav Krob, Če ...",0|2|7|8,Bouzov Castle|Owners|References|External links,String,OK,"The final_answer 'Czech Republic' is an exact phrase found in the evidence. The question type is String, and the shortest exact phrase answering the question is used. The question does not leak the target entity (uses 'this building'). No revision needed.",deepseek-chat
infoseek_val_00062038,Brühl's Terrace,https://en.wikipedia.org/wiki/Br%C3%BChl%27s_Terrace,What country does this facility belong to?,oven_05019444,What country does this facility belong to?,Germany,"Brühl's Terrace (German: Brüchlsche Terrasse) is a historic architectural ensemble in Dresden, Germany. The present-day terrace was part of the city's fortifications, rebuilt upon the 1546/47 Schmalkaldic War at the behest of Elector Maurice of Saxony and his successors Augustus and Christian.","Brühl's Terrace (German: Brüchlsche Terrasse) is a historic architectural ensemble in Dresden, Germany. The present-day terrace was part of the city's fortifications, rebuilt upon the 1546/47 Schmalkaldic War at the behest of Elector Maurice of Saxony and his successors Augustus and Christian.",0|1,Brühl's Terrace|History and character,String,OK,"The final_answer 'Germany' is directly supported by the evidence text. The question is a String type, and 'Germany' is the shortest exact phrase that answers it. No revision is needed as all requirements are satisfied.",deepseek-chat
infoseek_val_00021960,Brabo Fountain,https://en.wikipedia.org/wiki/Brabo_Fountain,Which city or region does this building locate in?,oven_05018202,In which city is this building located?,Antwerp,"The Brabo Fountain (Dutch: Brabofontein) is located in the Grote Markt (Main Square) of Antwerp, in front of the Town Hall of the city. Page, Helen. ""How Antwerp Got its Name – The Antigoon Giant Legend"". Travelsignposts. Retrieved January 16, 2018.","The Brabo Fountain (Dutch: Brabofontein) is located in the Grote Markt (Main Square) of Antwerp, in front of the Town Hall of the city. Page, Helen. ""How Antwerp Got its Name – The Antigoon Giant Legend"". Travelsignposts. Retrieved January 16, 2018.",0|1,Brabo Fountain|References,String,OK,All requirements satisfied: final_answer 'Antwerp' is found in evidence; question_type is String and shortest exact phrase used; final_question does not leak target entity; evidence supports answer; no revisions needed.,deepseek-chat
infoseek_val_00038269,Brabo Fountain,https://en.wikipedia.org/wiki/Brabo_Fountain,In which year did this building officially open?,oven_05018209,In which year did this building officially open?,1887,"The Brabo Fountain (Dutch: Brabofontein) is located in the Grote Markt (Main Square) of Antwerp, in front of the Town Hall of the city. The ceremonial inauguration of the sculpture took place in 1887. Jef Lambeaux realized the set of the bronze fountain.","The Brabo Fountain (Dutch: Brabofontein) is located in the Grote Markt (Main Square) of Antwerp, in front of the Town Hall of the city. The ceremonial inauguration of the sculpture took place in 1887. Jef Lambeaux realized the set of the bronze fountain.",0,Brabo Fountain,Time,OK,"The evidence clearly supports the final_answer with a single year value. The question type is Time, expecting a single value, and '1887' appears exactly in the evidence. No revisions needed.",deepseek-chat
infoseek_val_00044239,Bran Castle,https://en.wikipedia.org/wiki/Bran_Castle,Who found this building?,oven_05013247,Who built this castle?,Teutonic Order,"In 1212, the Teutonic Order built the wooden castle of Dietrichstein as a fortified position in the Burzenland at the entrance to a mountain pass through which traders had travelled for more than a millennium.","In 1212, the Teutonic Order built the wooden castle of Dietrichstein as a fortified position in the Burzenland at the entrance to a mountain pass through which traders had travelled for more than a millennium.",2,Wooden castle of the German Order,String,Needs_revision,"The original final_answer 'Teutonic Order' is supported by the evidence text, but the provided final_evidence snippet was unnecessarily long. I shortened it to the minimal relevant sentence that contains the answer. The question type is String, so the shortest exact phrase 'Teutonic Order' from the evidence correctly answers the question.",deepseek-chat
infoseek_val_00072221,Brassica juncea,https://en.wikipedia.org/wiki/Brassica_juncea,What is the closest upper taxonomy of this plant?,oven_05063068,What is the genus of this plant?,Brassica,"Brassica juncea, commonly brown mustard, Chinese mustard, Indian mustard, leaf mustard, Oriental mustard and vegetable mustard, is a species of mustard plant.","Brassica juncea, commonly brown mustard, Chinese mustard, Indian mustard, leaf mustard, Oriental mustard and vegetable mustard, is a species of mustard plant.",0|1|8|10|11|12|14,Brassica juncea|Cultivar|Cuisine|Phytoremediation|See also|References|External links,String,Needs_revision,"The final_answer 'Brassica' is supported by the evidence, but the evidence field contains multiple sentences. According to the rule 'final_evidence and evidence MUST be identical' and the instruction to select the best supporting snippet, I've reduced both fields to the single sentence that directly provides the answer. The question type is String, and 'Brassica' is the shortest exact phrase answering 'What is the genus of this plant?' from the evidence.",deepseek-chat
infoseek_val_00000365,Brazil nut,https://en.wikipedia.org/wiki/Brazil_nut,Which geographic area is this plant found?,oven_05002077,Which geographic area is this plant native to?,"the Guianas, Venezuela, Brazil, eastern Colombia, eastern Peru, and eastern Bolivia","The Brazil nut is native to the Guianas, Venezuela, Brazil, eastern Colombia, eastern Peru, and eastern Bolivia.","The Brazil nut is native to the Guianas, Venezuela, Brazil, eastern Colombia, eastern Peru, and eastern Bolivia.",0|1|2|3|4|5|6|7|8|9|11|12|14|15|16|17|18,Brazil nut|Common names|Taxonomy|Description|Range|Reproduction|Society and culture|Production|Environmental effects of harvesting|European Union import regulation|Selenium|Phytochemicals|Oil|Wood|Other uses|See also|References,String,Needs_revision,"The original final_answer 'Brazil' is incomplete and misleading. The evidence clearly states the plant is native to multiple countries/regions in South America, not just Brazil. The final_question was revised to better match the evidence phrasing ('native to'), and the final_answer was updated to the exact, complete phrase from the evidence. The evidence field was reduced to the single supporting snippet.",deepseek-chat
infoseek_val_00000364,Bren light machine gun,https://en.wikipedia.org/wiki/Bren_light_machine_gun,the equipment in the image participated in which conflict?,oven_04984365,The equipment in the image was primarily used by British and Commonwealth forces in which major conflict?,World War II,"While best known for its role as the British and Commonwealth forces' primary infantry LMG in World War II, it was also used in the Korean War and saw service throughout the latter half of the 20th century, including the 1982 Falklands War. The Vickers-Berthier was later adopted by the Indian Army because it could be m ...","While best known for its role as the British and Commonwealth forces' primary infantry LMG in World War II, it was also used in the Korean War and saw service throughout the latter half of the 20th century, including the 1982 Falklands War. The Vickers-Berthier was later adopted by the Indian Army because it could be m ...",0|1|3|4|7|8|13|14|17,Bren light machine gun|Development|Second World War|Post-war|Mark 2|Mark 3|Production|Users|Notes,String,OK,"The final_answer 'World War II' is directly supported by the evidence text. The question is properly phrased without leaking the target entity, and the evidence clearly states the Bren was 'best known for its role as the British and Commonwealth forces' primary infantry LMG in World War II.' No revisions needed.",deepseek-chat
infoseek_val_00006516,Bren light machine gun,https://en.wikipedia.org/wiki/Bren_light_machine_gun,In which year was this equipment retired from operational service?,oven_04984347,In which year was this equipment retired from operational service by the Irish Defence Forces?,2006,"The Mark III Bren remained in limited use with the Army Reserve of the Irish Defence Forces until 2006, when the 7.62 mm GPMG replaced it.","The Mark III Bren remained in limited use with the Army Reserve of the Irish Defence Forces until 2006, when the 7.62 mm GPMG replaced it.",0|4,Bren light machine gun|Post-war,Time,Needs_revision,"The original evidence mentions retirement from British Army service (unspecified year) and Irish Defence Forces service (2006). The question asks about retirement from operational service generally, but the evidence only provides a specific year for Irish Defence Forces. Revised question to specify Irish Defence Forces to match the evidence, and trimmed evidence to only the supporting snippet.",deepseek-chat
infoseek_val_00036637,Bristol Harbour,https://en.wikipedia.org/wiki/Bristol_Harbour,Which city or region does this harbour locate in?,oven_05021940,Where is this harbour situated?,City of Bristol,"Bristol Harbour is the harbour in the city of Bristol, England. Bristol, City of (unparished area) Bristol grew up on the banks of the Rivers Avon and Frome. The harbour was officially opened on 1 May 1809. Patterson's yard within the harbour was used for the construction of many ships notably Brunel's SS Great Western ...","Bristol Harbour is the harbour in the city of Bristol, England. Bristol, City of (unparished area) Bristol grew up on the banks of the Rivers Avon and Frome. The harbour was officially opened on 1 May 1809. Patterson's yard within the harbour was used for the construction of many ships notably Brunel's SS Great Western ...",0|1|2|3|4|7|8|9|10|11|12|13|14,"Bristol Harbour|Sections, quays and harbourside features|History of Bristol docks|Construction of the floating harbour|19th century improvements|Warehouses|20th century improvements|Regeneration of the harbourside|The harbour today|Events|See also|References|External links",String,OK,"The final_answer 'City of Bristol' is directly supported by the evidence snippet 'Bristol Harbour is the harbour in the city of Bristol, England.' The question is properly generic (does not leak the target entity), and the answer is the shortest exact phrase from the evidence that answers the question.",deepseek-chat
infoseek_val_00016735,British Aerospace,https://en.wikipedia.org/wiki/British_Aerospace,What is the immediately prior item that this organization follows in a series?,oven_00004356,What is the immediately prior item in the series that this organization follows?,Hawker Siddeley Aviation,"The company has its origins in the Aircraft and Shipbuilding Industries Act 1977, which called for the nationalisation and merger of the British Aircraft Corporation, Hawker Siddeley Aviation, Hawker Siddeley Dynamics and Scottish Aviation.","The company has its origins in the Aircraft and Shipbuilding Industries Act 1977, which called for the nationalisation and merger of the British Aircraft Corporation, Hawker Siddeley Aviation, Hawker Siddeley Dynamics and Scottish Aviation.",2|3,Formation and privatisation|Programmes,String,Needs_revision,"The evidence shows a series of organizations being merged: British Aircraft Corporation, Hawker Siddeley Aviation, Hawker Siddeley Dynamics, and Scottish Aviation. The question asks for the 'immediately prior item' that British Aerospace follows in this series. In the sequence, British Aerospace would follow after these mergers, so the immediately prior item in the series is 'Hawker Siddeley Aviation' (not just 'Hawker Siddeley' which is incomplete). The answer must be the exact phrase from evidence, which is 'Hawker Siddeley Aviation'.",deepseek-chat
infoseek_val_00006615,Broad-tailed hummingbird,https://en.wikipedia.org/wiki/Broad-tailed_hummingbird,What is the closest upper taxonomy of this bird?,oven_04965846,What is the closest upper taxonomic rank of this bird?,Selasphorus,The broad-tailed hummingbird (Selasphorus platycercus) is a medium-sized hummingbird species found in highland regions from western United States and Western Canada to Mexico and Guatemala.,The broad-tailed hummingbird (Selasphorus platycercus) is a medium-sized hummingbird species found in highland regions from western United States and Western Canada to Mexico and Guatemala.,0|2|16,Broad-tailed hummingbird|Taxonomy|References,String,Needs_revision,"The evidence does not support 'Selasphorus' as the closest upper taxonomic rank. The evidence mentions 'Selasphorus platycercus' (species) and 'order Apodiformes, in the family Trochilidae', but the question asks for the closest upper rank above species, which would be genus (Selasphorus). However, the evidence snippet that explicitly names the genus is the first sentence, which I've selected as the best supporting evidence. The answer 'Selasphorus' is found in this evidence, so it's valid but requires using only the supporting snippet.",deepseek-chat
infoseek_val_00061299,Bronbeek,https://en.wikipedia.org/wiki/Bronbeek,Which city or region does this place locate in?,oven_05019308,Which city does this place locate in?,Arnhem,"Bronbeek is a former Royal palace in Arnhem, Netherlands.","Bronbeek is a former Royal palace in Arnhem, Netherlands.",0,Bronbeek,String,OK,"The evidence directly contains 'Arnhem' as the city location, which matches the question type (String) and uses the shortest exact phrase. The question does not leak the entity name and is properly phrased.",deepseek-chat
infoseek_val_00008238,Bronzed cowbird,https://en.wikipedia.org/wiki/Bronzed_cowbird,What is the weight of a male of this bird in gram?,oven_04964598,What is the body weight of a male of this bird?,68,"The male bronzed cowbird is 20 cm (7.9 in) long and weighs 68 g (2.4 oz), with green-bronze, gloss-black plumage.","The male bronzed cowbird is 20 cm (7.9 in) long and weighs 68 g (2.4 oz), with green-bronze, gloss-black plumage.",0,Bronzed cowbird,Numerical,Needs_revision,Evidence provides weight as '68 g' but final_answer '68.9' incorrectly includes decimal from ounces conversion. Must use exact numerical value from evidence without conversion.,deepseek-chat
infoseek_val_00059920,Brooklands,https://en.wikipedia.org/wiki/Brooklands,Which city or region does this building locate in?,oven_05019827,In which city is this building located?,Weybridge,"Brooklands was a 2.767-mile (4.453 km) motor racing circuit and aerodrome built near Weybridge in Surrey, England, United Kingdom.","Brooklands was a 2.767-mile (4.453 km) motor racing circuit and aerodrome built near Weybridge in Surrey, England, United Kingdom.",0|14|15|16|22|24,Brooklands|World War Two|Post-1945|Brooklands Museum|References|External links,String,Needs_revision,"The evidence supports 'Weybridge' as the answer, but the question contains 'this building' while the evidence describes Brooklands as a 'motor racing circuit and aerodrome'—not strictly a building. However, the question type is String, and the shortest exact phrase answering the question is 'Weybridge'. The evidence was trimmed to the single best supporting snippet.",deepseek-chat
infoseek_val_00042802,Brooklands,https://en.wikipedia.org/wiki/Brooklands,In which year did this building officially open?,oven_05019854,In which year did this building officially open?,1907,"It opened in 1907 and was the world's first purpose-built 'banked' motor racing circuit The track was opened on 17 June 1907 with a luncheon attended by most of Britain's motor manufacturers. On 28–29 June 1907, eleven days after the circuit opened, it played host to the world's first 24-hour motor event, with Selwyn E ...","It opened in 1907 and was the world's first purpose-built 'banked' motor racing circuit The track was opened on 17 June 1907 with a luncheon attended by most of Britain's motor manufacturers. On 28–29 June 1907, eleven days after the circuit opened, it played host to the world's first 24-hour motor event, with Selwyn E ...",0|2|5|16|18|22|24,Brooklands|Brooklands motor circuit|24-hour event|Brooklands Museum|Brooklands today|References|External links,Time,OK,"The evidence clearly supports the answer '1907' for the opening year. The question type is Time, expecting a single value, which matches the evidence. The question does not leak the entity name (uses 'this building'), and the evidence snippet is the most direct support for the answer.",deepseek-chat
infoseek_val_00029885,Brown pelican,https://en.wikipedia.org/wiki/Brown_pelican,What is the closest upper taxonomy of this bird?,oven_05040313,What is the closest upper taxonomic rank of this bird?,Pelecanidae,"The brown pelican (Pelecanus occidentalis) is a bird of the pelican family, Pelecanidae, one of three species found in the Americas and one of two that feed by diving into water.","The brown pelican (Pelecanus occidentalis) is a bird of the pelican family, Pelecanidae, one of three species found in the Americas and one of two that feed by diving into water.",0|1|2|12|13|14|15,Brown pelican|Taxonomy|Description|Indicator species|Notes|References|External links,String,Needs_revision,"The evidence states the brown pelican belongs to 'the pelican family, Pelecanidae', which is the closest upper taxonomic rank (family). The original answer 'Pelecanus' is the genus, which is a lower taxonomic rank than family. The question asks for the 'closest upper taxonomy', so the correct answer from evidence is Pelecanidae.",deepseek-chat
infoseek_val_00037318,Brown pelican,https://en.wikipedia.org/wiki/Brown_pelican,How many offspring can this bird produce at the same time?,oven_05040320,How many eggs does this bird typically lay per clutch?,2-4,"There are usually two to three, or sometimes even four, oval eggs in a clutch","There are usually two to three, or sometimes even four, oval eggs in a clutch",7,Breeding,Numerical,Needs_revision,"Evidence provides a range (2-3, sometimes 4 eggs), not a single value. Final_answer should reflect the range, not an invented average. Question wording already matches range evidence.",deepseek-chat
infoseek_val_00045500,Brown recluse spider,https://en.wikipedia.org/wiki/Brown_recluse_spider,What is the closest parent taxonomy of this insect?,oven_05034958,What is the genus of this spider?,Loxosceles,"The brown recluse, Loxosceles reclusa, Sicariidae (formerly placed in a family ""Loxoscelidae"") is a recluse spider with necrotic venom.","The brown recluse, Loxosceles reclusa, Sicariidae (formerly placed in a family ""Loxoscelidae"") is a recluse spider with necrotic venom.",0|2|11,Brown recluse spider|Distribution|References,String,Needs_revision,"The final_answer 'Loxosceles' is supported by the evidence, but the evidence field contains extraneous text beyond the supporting snippet. The final_evidence and evidence fields must be identical and contain only the shortest supporting snippet. The question does not leak the target entity.",deepseek-chat
infoseek_val_00013533,Brown teal,https://en.wikipedia.org/wiki/Brown_teal,Which place is this bird endemic to?,oven_04970820,Which country is this bird endemic to?,New Zealand,"The brown teal (Anas chlorotis; Māori: pāteke) is a species of dabbling duck of the genus Anas native to New Zealand. Pateke is the progenitor of the flightless Auckland teal and Campbell teals but all are now recognised as separate species on account of their geographic isolation and their plumage, size and genetic di ...","The brown teal (Anas chlorotis; Māori: pāteke) is a species of dabbling duck of the genus Anas native to New Zealand. Pateke is the progenitor of the flightless Auckland teal and Campbell teals but all are now recognised as separate species on account of their geographic isolation and their plumage, size and genetic di ...",0|2|3|6|7|8|9,Brown teal|Taxonomy|Behaviour|Distribution & conservation|References|Further reading|External links,String,OK,"The final_answer 'New Zealand' is directly supported by the evidence text. The question is properly phrased without leaking the entity name, using 'this bird'. The evidence snippet clearly answers the question, so no revision is needed.",deepseek-chat
infoseek_val_00016019,Bryggen,https://en.wikipedia.org/wiki/Bryggen,Which city or region does this place locate in?,oven_04956051,In which municipality is this place located?,Bergen,"Bryggen (the dock), also known as Tyskebryggen, is a series of Hanseatic heritage commercial buildings lining up the eastern side of the Vågen harbour in the city of Bergen, Norway.","Bryggen (the dock), also known as Tyskebryggen, is a series of Hanseatic heritage commercial buildings lining up the eastern side of the Vågen harbour in the city of Bergen, Norway.",0|1|3,Bryggen|History|References,String,Needs_revision,"The evidence states 'in the city of Bergen, Norway' - 'Bergen' is the shortest exact phrase that answers the question. 'Bergen municipality' is not explicitly mentioned in the evidence; the evidence only mentions 'city of Bergen'. The evidence has been trimmed to the relevant supporting snippet.",deepseek-chat
infoseek_val_00054417,Buchlovice Castle,https://en.wikipedia.org/wiki/Buchlovice_Castle,Which city or region does this building locate in?,oven_05011603,In which city or region is this building located?,Buchlovice in the Zlín Region,Buchlovice Castle (German: Buchlau) is a chateau in Buchlovice in the Zlín Region of the Czech Republic.,Buchlovice Castle (German: Buchlau) is a chateau in Buchlovice in the Zlín Region of the Czech Republic.,0|1|5,Buchlovice Castle|History|External links,String,Needs_revision,"The original question asks for 'city or region' but the final_question asks only for 'city'. The evidence provides both city (Buchlovice) and region (Zlín Region). The answer 'Buchlovice' alone is incomplete. Revised to include both city and region as per evidence, and adjusted question wording to match.",deepseek-chat
infoseek_val_00001809,Buddleja davidii,https://en.wikipedia.org/wiki/Buddleja_davidii,What is the closest upper taxonomy of this plant?,oven_04963435,"What is the closest upper taxonomic rank of this plant, such as family, order, or class?",family Scrophulariaceae,"Buddleja davidii (spelling variant Buddleia davidii), also called summer lilac, butterfly-bush, or orange eye, is a species of flowering plant in the family Scrophulariaceae, native to Sichuan and Hubei provinces in central China, and also Japan.","Buddleja davidii (spelling variant Buddleia davidii), also called summer lilac, butterfly-bush, or orange eye, is a species of flowering plant in the family Scrophulariaceae, native to Sichuan and Hubei provinces in central China, and also Japan.",0|1|2|3|4|5|8,"Buddleja davidii|Description|Buddleja davidii, after Leeuwenberg|Cultivation|Invasive species|Non-invasive Buddleja cultivars|External links",String,Needs_revision,"The original final_answer 'Buddleja' is the genus, not the closest upper taxonomic rank. The evidence explicitly states the family is Scrophulariaceae, which is the correct upper rank. The shortest exact phrase answering the question is 'family Scrophulariaceae'. The question wording is appropriate and doesn't leak the entity name.",deepseek-chat
infoseek_val_00045529,Buff-bellied hummingbird,https://en.wikipedia.org/wiki/Buff-bellied_hummingbird,What is the closest upper taxonomy of this bird?,oven_05038267,What is the genus of this bird?,Amazilia,BirdLife species factsheet for Amazilia yucatanensis,BirdLife species factsheet for Amazilia yucatanensis,2,External links,String,Needs_revision,The evidence text does not contain the answer 'Amazilia' - it only references a factsheet title. The answer cannot be verified from the provided evidence snippet.,deepseek-chat
infoseek_val_00062819,Buff-breasted sandpiper,https://en.wikipedia.org/wiki/Buff-breasted_sandpiper,What is the closest parent taxonomy of this bird?,oven_05044986,What is the closest parent taxonomy of this organism?,calidrid sandpiper,It is a calidrid sandpiper.,It is a calidrid sandpiper.,0|4|5,Buff-breasted sandpiper|References|External links,String,Needs_revision,The evidence text 'It is a calidrid sandpiper.' contains the exact phrase 'calidrid sandpiper' which answers the question. 'Calidris' alone is not explicitly stated as the parent taxonomy in the evidence; the evidence refers to 'calidrid sandpiper' as the taxonomic group. Using the shortest exact phrase from evidence that answers the question.,deepseek-chat
infoseek_val_00038142,Buick Enclave,https://en.wikipedia.org/wiki/Buick_Enclave,What is the immediately prior item that this vehicle follows in a series?,oven_05010444,Which Buick SUV model was replaced immediately before this vehicle in Buick's lineup?,the minivan-based Rendezvous and the truck-based Rainier,"The Enclave replaced both of Buick's SUVs, the minivan-based Rendezvous and the truck-based Rainier, as well as the Terraza minivan.","The Enclave replaced both of Buick's SUVs, the minivan-based Rendezvous and the truck-based Rainier, as well as the Terraza minivan.",0,Buick Enclave,String,Needs_revision,"The evidence states the Enclave replaced two SUVs (Rendezvous and Rainier), not just Rainier. For String type, the shortest exact phrase answering 'Which Buick SUV model was replaced' is 'the minivan-based Rendezvous and the truck-based Rainier'.",deepseek-chat
infoseek_val_00065820,Bullock's oriole,https://en.wikipedia.org/wiki/Bullock%27s_oriole,What is the closest upper taxonomy of this bird?,oven_05038567,What is the closest upper taxonomic rank of this bird?,Icteridae,"Bullock's oriole (Icterus bullockii) is a small New World blackbird. Like other members of the Icteridae, Bullock's orioles prefer habitat edges.","Bullock's oriole (Icterus bullockii) is a small New World blackbird. Like other members of the Icteridae, Bullock's orioles prefer habitat edges.",0|1|6|9|10,Bullock's oriole|Description|Habitat|References|External links,String,Needs_revision,"The evidence states Bullock's oriole is a member of Icteridae, which is the family (upper taxonomic rank). The original answer 'Icterus' is the genus, not the closest upper rank. The question asks for taxonomic rank, not genus name. Evidence supports 'Icteridae' as the family.",deepseek-chat
