wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids,data_id
Hoatzin,https://en.wikipedia.org/wiki/Hoatzin,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Opisthocomus,0,0,0,infoseek,0,0,0,oven_04972239,infoseek_val_00010981
Holyrood Abbey,https://en.wikipedia.org/wiki/Holyrood_Abbey,What country does this building belong to?,What country does this building belong to?,String,United Kingdom,0,0,0,infoseek,0,0,0,oven_04953878,infoseek_val_00010988
"Bürkliplatz, Zürich","https://en.wikipedia.org/wiki/B%C3%BCrkliplatz,_Z%C3%BCrich",What country does this building belong to?,What country does this building belong to?,String,Switzerland,0,0,0,infoseek,0,0,0,oven_04957794,infoseek_val_00011066
Great Dane,https://en.wikipedia.org/wiki/Great_Dane,What is the average life expectancy of this animal in year?,What is the average life expectancy of this animal in year?,Numerical,9,0,0,0,infoseek,0,0,0,oven_04979318,infoseek_val_00011116
BMW M6,https://en.wikipedia.org/wiki/BMW_M6,Which company manufactures this vehicle?,Which company manufactures this vehicle?,String,BMW,0,0,0,infoseek,0,0,0,oven_04950663,infoseek_val_00011181
Glaucopsyche lygdamus,https://en.wikipedia.org/wiki/Glaucopsyche_lygdamus,What is the length of the wingspan in millimetre of this insect?,What is the length of the wingspan in millimetre of this insect?,Numerical,18.0-28.0,0,0,0,infoseek,0,0,0,oven_04961328,infoseek_val_00011184
African elephant,https://en.wikipedia.org/wiki/African_elephant,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Elephantidae,0,0,0,infoseek,0,0,0,oven_04982035,infoseek_val_00011199
Kazan,https://en.wikipedia.org/wiki/Kazan,What is the area in square kilometre occupied by this city?,What is the area in square kilometre occupied by this city?,Numerical,425.3,0,0,0,infoseek,0,0,0,oven_04953289,infoseek_val_00011203
Paper mulberry,https://en.wikipedia.org/wiki/Paper_mulberry,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Broussonetia,0,0,0,infoseek,0,0,0,oven_04967466,infoseek_val_00011215
Transamerica Pyramid,https://en.wikipedia.org/wiki/Transamerica_Pyramid,Which street is this building located at?,Which street is this building located at?,String,Montgomery Street,0,0,0,infoseek,0,0,0,oven_04956916,infoseek_val_00011301
Eremalche rotundifolia,https://en.wikipedia.org/wiki/Eremalche_rotundifolia,Where is this plant native to?,Where is this plant native to?,String,United States of America,0,0,0,infoseek,0,0,0,oven_04972628,infoseek_val_00011309
Welsh Corgi,https://en.wikipedia.org/wiki/Welsh_Corgi,Which country does this object come from?,Which country does this object come from?,String,United Kingdom,0,0,0,infoseek,0,0,0,oven_04979519,infoseek_val_00011421
Lake Brienz,https://en.wikipedia.org/wiki/Lake_Brienz,How wide is the lake in the image? answer in kilometre,How wide is the lake in the image? answer in kilometre,Numerical,2.8,0,0,0,infoseek,0,0,0,oven_04953410,infoseek_val_00011427
Transamerica Pyramid,https://en.wikipedia.org/wiki/Transamerica_Pyramid,What is the height of this building in metre?,What is the height of this building in metre?,Numerical,260,0,0,0,infoseek,0,0,0,oven_04956921,infoseek_val_00011428
High Moselle Bridge,https://en.wikipedia.org/wiki/High_Moselle_Bridge,what has this bridge crossed over?,what has this bridge crossed over?,String,Moselle,0,0,0,infoseek,0,0,0,oven_04954894,infoseek_val_00011450
Fresnel lens,https://en.wikipedia.org/wiki/Fresnel_lens,Who is the discoverer or inventor of this object?,Who is the discoverer or inventor of this object?,String,Augustin-Jean Fresnel,0,0,0,infoseek,0,0,0,oven_04988822,infoseek_val_00011491
Handball,https://en.wikipedia.org/wiki/Handball,Which government has executive power of this sport?,Which government has executive power of this sport?,String,International Handball Federation,0,0,0,infoseek,0,0,0,oven_04974435,infoseek_val_00011508
Botanical Museum Greifswald,https://en.wikipedia.org/wiki/Botanical_Museum_Greifswald,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Greifswald,0,0,0,infoseek,0,0,0,oven_04954173,infoseek_val_00011534
Histria (ancient city),https://en.wikipedia.org/wiki/Histria_(ancient_city),What is the location of this place?,What is the location of this place?,String,Istria|Dobruja,0,0,0,infoseek,0,0,0,oven_04958467,infoseek_val_00011535
George Washington Bridge,https://en.wikipedia.org/wiki/George_Washington_Bridge,On what date did this bridge officially open?,On what date did this bridge officially open?,Time,1931 10 24,0,0,0,infoseek,0,0,0,oven_04954113,infoseek_val_00011615
Fokker 70,https://en.wikipedia.org/wiki/Fokker_70,What is the height of this vehicle in metre?,What is the height of this vehicle in metre?,Numerical,8.51,0,0,0,infoseek,0,0,0,oven_04950522,infoseek_val_00011618
Ministry of Foreign Affairs of Russia main building,https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_of_Russia_main_building,What is the architectural style of this building?,What is the architectural style of this building?,String,Stalinist architecture,0,0,0,infoseek,0,0,0,oven_04957768,infoseek_val_00011628
Concord grape,https://en.wikipedia.org/wiki/Concord_grape,What is the source that produces this plant?,What is the source that produces this plant?,String,Vitis labrusca,0,0,0,infoseek,0,0,0,oven_05001946,infoseek_val_00011633
Nelahozeves,https://en.wikipedia.org/wiki/Nelahozeves,What country does this village belong to?,What country does this village belong to?,String,Czech Republic,0,0,0,infoseek,0,0,0,oven_04953229,infoseek_val_00011645
Gwanghwamun,https://en.wikipedia.org/wiki/Gwanghwamun,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Seoul,0,0,0,infoseek,0,0,0,oven_04958713,infoseek_val_00011683
Byland Abbey,https://en.wikipedia.org/wiki/Byland_Abbey,Which protected area is this building usually located in?,Which protected area is this building usually located in?,String,North York Moors,0,0,0,infoseek,0,0,0,oven_04951566,infoseek_val_00011711
Bat ray,https://en.wikipedia.org/wiki/Bat_ray,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Myliobatis,0,0,0,infoseek,0,0,0,oven_04966453,infoseek_val_00011762
Mandarin duck,https://en.wikipedia.org/wiki/Mandarin_duck,how many centimetre is the wingspan of this bird?,how many centimetre is the wingspan of this bird?,Numerical,71,0,0,0,infoseek,0,0,0,oven_04967362,infoseek_val_00011789
Azadi Tower,https://en.wikipedia.org/wiki/Azadi_Tower,What is the height of this building in metre?,What is the height of this building in metre?,Numerical,45,0,0,0,infoseek,0,0,0,oven_04956244,infoseek_val_00011796
Izmaylovo District,https://en.wikipedia.org/wiki/Izmaylovo_District,What is this place named after?,What is this place named after?,String,Izmaylovo,0,0,0,infoseek,0,0,0,oven_04955029,infoseek_val_00011806
Huis Ten Bosch (theme park),https://en.wikipedia.org/wiki/Huis_Ten_Bosch_(theme_park),Which country does this park come from?,Which country does this park come from?,String,Japan,0,0,0,infoseek,0,0,0,oven_04955958,infoseek_val_00011825
Dolomites,https://en.wikipedia.org/wiki/Dolomites,where is the highest point of this mountain?,where is the highest point of this mountain?,String,Marmolada,0,0,0,infoseek,0,0,0,oven_04955115,infoseek_val_00011830
Nationaal Militair Museum,https://en.wikipedia.org/wiki/Nationaal_Militair_Museum,What country does this building belong to?,What country does this building belong to?,String,Netherlands,0,0,0,infoseek,0,0,0,oven_04956189,infoseek_val_00011861
Yellow-billed magpie,https://en.wikipedia.org/wiki/Yellow-billed_magpie,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Vulnerable,0,0,0,infoseek,0,0,0,oven_04962270,infoseek_val_00011870
Indotyphlops braminus,https://en.wikipedia.org/wiki/Indotyphlops_braminus,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Ramphotyphlops,0,0,0,infoseek,0,0,0,oven_04964069,infoseek_val_00011989
Varied bunting,https://en.wikipedia.org/wiki/Varied_bunting,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Passerina,0,0,0,infoseek,0,0,0,oven_04966066,infoseek_val_00012034
Vecrīga,https://en.wikipedia.org/wiki/Vecr%C4%ABga,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Riga,0,0,0,infoseek,0,0,0,oven_04955383,infoseek_val_00012036
Pyrrosia eleagnifolia,https://en.wikipedia.org/wiki/Pyrrosia_eleagnifolia,Where is this plant native to?,Where is this plant native to?,String,New Zealand,0,0,0,infoseek,0,0,0,oven_04962715,infoseek_val_00012048
Santa María del Naranco,https://en.wikipedia.org/wiki/Santa_Mar%C3%ADa_del_Naranco,Who commissioned this building?,Who commissioned this building?,String,Ramiro I of Asturias,0,0,0,infoseek,0,0,0,oven_04956388,infoseek_val_00012056
National Flag Memorial (Argentina),https://en.wikipedia.org/wiki/National_Flag_Memorial_(Argentina),Who is the architect of this building?,Who is the architect of this building?,String,Ángel Guido,0,0,0,infoseek,0,0,0,oven_04954418,infoseek_val_00012085
Audi V8,https://en.wikipedia.org/wiki/Audi_V8,What is the brand of this vehicle?,What is the brand of this vehicle?,String,Audi,0,0,0,infoseek,0,0,0,oven_04950806,infoseek_val_00012095
Royal Crescent,https://en.wikipedia.org/wiki/Royal_Crescent,What is the architectural style of this city?,What is the architectural style of this city?,String,Georgian architecture,0,0,0,infoseek,0,0,0,oven_04954775,infoseek_val_00012105
Fürstenzug,https://en.wikipedia.org/wiki/F%C3%BCrstenzug,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Dresden,0,0,0,infoseek,0,0,0,oven_04954858,infoseek_val_00012107
Kilkenny Castle,https://en.wikipedia.org/wiki/Kilkenny_Castle,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Kilkenny,0,0,0,infoseek,0,0,0,oven_04951616,infoseek_val_00012138
Southern ground hornbill,https://en.wikipedia.org/wiki/Southern_ground_hornbill,how many day is the egg incubation period of this bird?,how many day is the egg incubation period of this bird?,Numerical,40,0,0,0,infoseek,0,0,0,oven_04973514,infoseek_val_00012178
Staffordshire Bull Terrier,https://en.wikipedia.org/wiki/Staffordshire_Bull_Terrier,What is the maximum weight of a male of this animal in kilogram?,What is the maximum weight of a male of this animal in kilogram?,Numerical,17,0,0,0,infoseek,0,0,0,oven_04978405,infoseek_val_00012187
European green lizard,https://en.wikipedia.org/wiki/European_green_lizard,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Lacerta,0,0,0,infoseek,0,0,0,oven_04975909,infoseek_val_00012217
East Side Gallery,https://en.wikipedia.org/wiki/East_Side_Gallery,What is the location of this building?,What is the location of this building?,String,Friedrichshain,0,0,0,infoseek,0,0,0,oven_04952727,infoseek_val_00012262
Schloss Dyck,https://en.wikipedia.org/wiki/Schloss_Dyck,What country does this building belong to?,What country does this building belong to?,String,Germany,0,0,0,infoseek,0,0,0,oven_04953854,infoseek_val_00012277
North River (Hudson River),https://en.wikipedia.org/wiki/North_River_(Hudson_River),Which city or region does this river locate in?,Which city or region does this river locate in?,String,New York,0,0,0,infoseek,0,0,0,oven_04951707,infoseek_val_00012302
Yogurt,https://en.wikipedia.org/wiki/Yogurt,Which class of biological feature is this food produced by?,Which class of biological feature is this food produced by?,String,Lactobacillus delbrueckii subsp. bulgaricus,0,0,0,infoseek,0,0,0,oven_05002524,infoseek_val_00012342
Long-tailed skipper,https://en.wikipedia.org/wiki/Long-tailed_skipper,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Urbanus,0,0,0,infoseek,0,0,0,oven_04972977,infoseek_val_00012359
Aztec sun stone,https://en.wikipedia.org/wiki/Aztec_sun_stone,What is the location of this building?,What is the location of this building?,String,National Museum of Anthropology|Mexico City Metropolitan Cathedral,0,0,0,infoseek,0,0,0,oven_04954293,infoseek_val_00012381
"Everton Park, Queensland","https://en.wikipedia.org/wiki/Everton_Park,_Queensland",What country does this place belong to?,What country does this place belong to?,String,Australia,0,0,0,infoseek,0,0,0,oven_04954517,infoseek_val_00012411
Kessock Bridge,https://en.wikipedia.org/wiki/Kessock_Bridge,what has this bridge crossed over?,what has this bridge crossed over?,String,Beauly Firth,0,0,0,infoseek,0,0,0,oven_04956096,infoseek_val_00012469
Lestes disjunctus,https://en.wikipedia.org/wiki/Lestes_disjunctus,"What is the conservation status of this insect? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this insect? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04967638,infoseek_val_00012484
West Norwood Cemetery,https://en.wikipedia.org/wiki/West_Norwood_Cemetery,Which city or region does this facility locate in?,Which city or region does this facility locate in?,String,London,0,0,0,infoseek,0,0,0,oven_04955668,infoseek_val_00012492
Rundāle Palace,https://en.wikipedia.org/wiki/Rund%C4%81le_Palace,What is the architectural style of this building?,What is the architectural style of this building?,String,baroque architecture|Baroque,0,0,0,infoseek,0,0,0,oven_04958747,infoseek_val_00012496
Trekroner Fort,https://en.wikipedia.org/wiki/Trekroner_Fort,What country does this building belong to?,What country does this building belong to?,String,Denmark,0,0,0,infoseek,0,0,0,oven_04956898,infoseek_val_00012498
Descent of the Ganges (Mahabalipuram),https://en.wikipedia.org/wiki/Descent_of_the_Ganges_(Mahabalipuram),What country does this place belong to?,What country does this place belong to?,String,India,0,0,0,infoseek,0,0,0,oven_04955403,infoseek_val_00012512
Steam locomotive,https://en.wikipedia.org/wiki/Steam_locomotive,In which year was this vehicle invented or discovered?,In which year was this vehicle invented or discovered?,Time,1814,0,0,0,infoseek,0,0,0,oven_04997122,infoseek_val_00012520
Groundhog,https://en.wikipedia.org/wiki/Groundhog,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Marmota,0,0,0,infoseek,0,0,0,oven_04966317,infoseek_val_00012523
Orpington,https://en.wikipedia.org/wiki/Orpington,Which city or region does this town locate in?,Which city or region does this town locate in?,String,London Borough of Bromley,0,0,0,infoseek,0,0,0,oven_04976530,infoseek_val_00012527
Peyote,https://en.wikipedia.org/wiki/Peyote,What is the basionym of this plant?,What is the basionym of this plant?,String,Echinocactus williamsii,0,0,0,infoseek,0,0,0,oven_04965832,infoseek_val_00012528
Chevrolet Camaro (fifth generation),https://en.wikipedia.org/wiki/Chevrolet_Camaro_(fifth_generation),What is the brand of this vehicle?,What is the brand of this vehicle?,String,Chevrolet,0,0,0,infoseek,0,0,0,oven_04950740,infoseek_val_00012633
Moszna Castle,https://en.wikipedia.org/wiki/Moszna_Castle,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Moszna,0,0,0,infoseek,0,0,0,oven_04951146,infoseek_val_00012646
Shrine Mont,https://en.wikipedia.org/wiki/Shrine_Mont,Which city or region does this diocese locate in?,Which city or region does this diocese locate in?,String,Virginia,0,0,0,infoseek,0,0,0,oven_04958941,infoseek_val_00012654
Kailashnath Mahadev Statue,https://en.wikipedia.org/wiki/Kailashnath_Mahadev_Statue,What country does this building belong to?,What country does this building belong to?,String,Nepal,0,0,0,infoseek,0,0,0,oven_04957458,infoseek_val_00012685
Purple sandpiper,https://en.wikipedia.org/wiki/Purple_sandpiper,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Calidris,0,0,0,infoseek,0,0,0,oven_04970170,infoseek_val_00012714
Longan,https://en.wikipedia.org/wiki/Longan,"What is the conservation status of this plant? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this plant? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Near Threatened,0,0,0,infoseek,0,0,0,oven_05007749,infoseek_val_00012715
Caltha palustris,https://en.wikipedia.org/wiki/Caltha_palustris,where do you usually find this plant?,where do you usually find this plant?,String,marsh,0,0,0,infoseek,0,0,0,oven_04973397,infoseek_val_00012724
Shrine of the Báb,https://en.wikipedia.org/wiki/Shrine_of_the_B%C3%A1b,Who designed this building?,Who designed this building?,String,William Sutherland Maxwell,0,0,0,infoseek,0,0,0,oven_04953737,infoseek_val_00012733
Aqueduct of Segovia,https://en.wikipedia.org/wiki/Aqueduct_of_Segovia,What is the location of this bridge?,What is the location of this bridge?,String,Segovia,0,0,0,infoseek,0,0,0,oven_04956955,infoseek_val_00012788
New York State Pavilion,https://en.wikipedia.org/wiki/New_York_State_Pavilion,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Queens,0,0,0,infoseek,0,0,0,oven_04954622,infoseek_val_00012856
Wisconsin State Capitol,https://en.wikipedia.org/wiki/Wisconsin_State_Capitol,Who designed this building?,Who designed this building?,String,George B. Post,0,0,0,infoseek,0,0,0,oven_04953766,infoseek_val_00012868
Königsberg Cathedral,https://en.wikipedia.org/wiki/K%C3%B6nigsberg_Cathedral,In which year was this building first mentioned in writing?,In which year was this building first mentioned in writing?,Time,1333,0,0,0,infoseek,0,0,0,oven_04958777,infoseek_val_00012914
Statue of Zeus at Olympia,https://en.wikipedia.org/wiki/Statue_of_Zeus_at_Olympia,What is the location of this building?,What is the location of this building?,String,Temple of Zeus in Olympia,0,0,0,infoseek,0,0,0,oven_04992799,infoseek_val_00012921
Hever Castle,https://en.wikipedia.org/wiki/Hever_Castle,Which historic county does this building belong to?,Which historic county does this building belong to?,String,Kent,0,0,0,infoseek,0,0,0,oven_04951107,infoseek_val_00012966
Chevrolet Camaro (fifth generation),https://en.wikipedia.org/wiki/Chevrolet_Camaro_(fifth_generation),What is the length in millimetre is the vehicle in the image?,What is the length in millimetre is the vehicle in the image?,Numerical,4840,0,0,0,infoseek,0,0,0,oven_04950732,infoseek_val_00013025
Huis Bergh,https://en.wikipedia.org/wiki/Huis_Bergh,Who or what maintains this building?,Who or what maintains this building?,String,Huis Bergh,0,0,0,infoseek,0,0,0,oven_04953837,infoseek_val_00013048
Weka,https://en.wikipedia.org/wiki/Weka,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Vulnerable,0,0,0,infoseek,0,0,0,oven_04970681,infoseek_val_00013058
Wild boar,https://en.wikipedia.org/wiki/Wild_boar,What is the oldest age of this animal?,What is the oldest age of this animal?,Numerical,27,0,0,0,infoseek,0,0,0,oven_04963186,infoseek_val_00013065
Marimba,https://en.wikipedia.org/wiki/Marimba,What product does this item produce?,What product does this item produce?,String,marimba music,0,0,0,infoseek,0,0,0,oven_04991769,infoseek_val_00013075
Sensō-ji,https://en.wikipedia.org/wiki/Sens%C5%8D-ji,What is this building named after?,What is this building named after?,String,Asakusa,0,0,0,infoseek,0,0,0,oven_04953558,infoseek_val_00013078
Flap-necked chameleon,https://en.wikipedia.org/wiki/Flap-necked_chameleon,"What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04972548,infoseek_val_00013088
Arundinaria gigantea,https://en.wikipedia.org/wiki/Arundinaria_gigantea,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Arundinaria,0,0,0,infoseek,0,0,0,oven_04964471,infoseek_val_00013134
Bamberg Cathedral,https://en.wikipedia.org/wiki/Bamberg_Cathedral,What is this building named after?,What is this building named after?,String,Peter,0,0,0,infoseek,0,0,0,oven_04956659,infoseek_val_00013147
Leptopteris superba,https://en.wikipedia.org/wiki/Leptopteris_superba,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Leptopteris,0,0,0,infoseek,0,0,0,oven_04964321,infoseek_val_00013167
Bedford Square,https://en.wikipedia.org/wiki/Bedford_Square,What is this building named after?,What is this building named after?,String,Duke of Bedford,0,0,0,infoseek,0,0,0,oven_04958173,infoseek_val_00013222
Space Shuttle,https://en.wikipedia.org/wiki/Space_Shuttle,What is the country of origin of this vehicle?,What is the country of origin of this vehicle?,String,United States of America,0,0,0,infoseek,0,0,0,oven_04996875,infoseek_val_00013241
Bananaquit,https://en.wikipedia.org/wiki/Bananaquit,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Coereba,0,0,0,infoseek,0,0,0,oven_04962455,infoseek_val_00013286
Cordyline australis,https://en.wikipedia.org/wiki/Cordyline_australis,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Cordyline,0,0,0,infoseek,0,0,0,oven_04970850,infoseek_val_00013304
Corn Palace,https://en.wikipedia.org/wiki/Corn_Palace,Which city or region does this building locate in?,Which city or region does this building locate in?,String,South Dakota,0,0,0,infoseek,0,0,0,oven_04955588,infoseek_val_00013309
Sora (bird),https://en.wikipedia.org/wiki/Sora_(bird),What is the litter size of this bird?,What is the litter size of this bird?,Numerical,11,0,0,0,infoseek,0,0,0,oven_04967937,infoseek_val_00013328
Space Needle,https://en.wikipedia.org/wiki/Space_Needle,What is the height of this building in metre?,What is the height of this building in metre?,Numerical,184,0,0,0,infoseek,0,0,0,oven_04955594,infoseek_val_00013353
Sequoiadendron giganteum,https://en.wikipedia.org/wiki/Sequoiadendron_giganteum,What is the basionym of this plant?,What is the basionym of this plant?,String,Wellingtonia gigantea,0,0,0,infoseek,0,0,0,oven_04970545,infoseek_val_00013372
Lake Lucerne,https://en.wikipedia.org/wiki/Lake_Lucerne,What is this lake named after?,What is this lake named after?,String,Lucerne|Waldstätte,0,0,0,infoseek,0,0,0,oven_04955106,infoseek_val_00013405
Kopaonik,https://en.wikipedia.org/wiki/Kopaonik,What is the height of this mountain in terms of metre above sea level?,What is the height of this mountain in terms of metre above sea level?,Numerical,2017,0,0,0,infoseek,0,0,0,oven_04950993,infoseek_val_00013433
Eurasian magpie,https://en.wikipedia.org/wiki/Eurasian_magpie,What is the weight of a male of this bird in gram?,What is the weight of a male of this bird in gram?,Numerical,221,0,0,0,infoseek,0,0,0,oven_04961397,infoseek_val_00013437
Leadenhall Market,https://en.wikipedia.org/wiki/Leadenhall_Market,Which city or region does this street locate in?,Which city or region does this street locate in?,String,City of London,0,0,0,infoseek,0,0,0,oven_04952187,infoseek_val_00013444
Gurudongmar Lake,https://en.wikipedia.org/wiki/Gurudongmar_Lake,What is the area in square kilometre occupied by this lake?,What is the area in square kilometre occupied by this lake?,Numerical,1.18,0,0,0,infoseek,0,0,0,oven_04950920,infoseek_val_00013448
Feraklos Castle,https://en.wikipedia.org/wiki/Feraklos_Castle,What is the location of this building?,What is the location of this building?,String,Charaki,0,0,0,infoseek,0,0,0,oven_04953570,infoseek_val_00013475
Sulphur-bellied flycatcher,https://en.wikipedia.org/wiki/Sulphur-bellied_flycatcher,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Myiodynastes,0,0,0,infoseek,0,0,0,oven_04961594,infoseek_val_00013515
Manassas National Battlefield Park,https://en.wikipedia.org/wiki/Manassas_National_Battlefield_Park,Which significant event was held in this park?,Which significant event was held in this park?,String,Second Battle of Bull Run,0,0,0,infoseek,0,0,0,oven_04953582,infoseek_val_00013517
Peritoma arborea,https://en.wikipedia.org/wiki/Peritoma_arborea,What is the basionym of this plant?,What is the basionym of this plant?,String,Isomeris arborea,0,0,0,infoseek,0,0,0,oven_04973333,infoseek_val_00013520
Brown teal,https://en.wikipedia.org/wiki/Brown_teal,Which place is this bird endemic to?,Which place is this bird endemic to?,String,New Zealand,0,0,0,infoseek,0,0,0,oven_04970820,infoseek_val_00013533
Craters of the Moon National Monument and Preserve,https://en.wikipedia.org/wiki/Craters_of_the_Moon_National_Monument_and_Preserve,What country does this building belong to?,What country does this building belong to?,String,United States of America,0,0,0,infoseek,0,0,0,oven_04953396,infoseek_val_00013538
South Island oystercatcher,https://en.wikipedia.org/wiki/South_Island_oystercatcher,How many gram does this bird weigh?,How many gram does this bird weigh?,Numerical,535,0,0,0,infoseek,0,0,0,oven_04961615,infoseek_val_00013593
Église Notre-Dame de Calais,https://en.wikipedia.org/wiki/%C3%89glise_Notre-Dame_de_Calais,What country does this building belong to?,What country does this building belong to?,String,France,0,0,0,infoseek,0,0,0,oven_04955907,infoseek_val_00013723
Gol Gumbaz,https://en.wikipedia.org/wiki/Gol_Gumbaz,What country does this place belong to?,What country does this place belong to?,String,India,0,0,0,infoseek,0,0,0,oven_04959029,infoseek_val_00013744
Juscelino Kubitschek bridge,https://en.wikipedia.org/wiki/Juscelino_Kubitschek_bridge,What country does this bridge belong to?,What country does this bridge belong to?,String,Brazil,0,0,0,infoseek,0,0,0,oven_04956853,infoseek_val_00013756
Place Stanislas,https://en.wikipedia.org/wiki/Place_Stanislas,Who is the architect of this building?,Who is the architect of this building?,String,Emmanuel Héré de Corny,0,0,0,infoseek,0,0,0,oven_04953683,infoseek_val_00013769
Port of Casablanca,https://en.wikipedia.org/wiki/Port_of_Casablanca,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Casablanca,0,0,0,infoseek,0,0,0,oven_04956542,infoseek_val_00013817
Sabine's gull,https://en.wikipedia.org/wiki/Sabine%27s_gull,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Xema,0,0,0,infoseek,0,0,0,oven_04968431,infoseek_val_00013820
Geirangerfjord,https://en.wikipedia.org/wiki/Geirangerfjord,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Stranda,0,0,0,infoseek,0,0,0,oven_04952091,infoseek_val_00013838
Border Collie,https://en.wikipedia.org/wiki/Border_Collie,What is the country of origin of this animal?,What is the country of origin of this animal?,String,Scotland|United Kingdom,0,0,0,infoseek,0,0,0,oven_04979188,infoseek_val_00013872
Fenway Park,https://en.wikipedia.org/wiki/Fenway_Park,On what date did this building officially open?,On what date did this building officially open?,Time,1912 4 20,0,0,0,infoseek,0,0,0,oven_04951080,infoseek_val_00013903
Ocelot,https://en.wikipedia.org/wiki/Ocelot,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Leopardus,0,0,0,infoseek,0,0,0,oven_04961294,infoseek_val_00013915
Impala,https://en.wikipedia.org/wiki/Impala,How many days does the gestation of this animal take?,How many days does the gestation of this animal take?,Numerical,6.5-7.0,0,0,0,infoseek,0,0,0,oven_04967645,infoseek_val_00013948
Dents Blanches,https://en.wikipedia.org/wiki/Dents_Blanches,where is the highest point of this mountain?,where is the highest point of this mountain?,String,Dent de Barme,0,0,0,infoseek,0,0,0,oven_04951315,infoseek_val_00013974
Altice Arena,https://en.wikipedia.org/wiki/Altice_Arena,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Parque das Nações,0,0,0,infoseek,0,0,0,oven_04952448,infoseek_val_00013978
Beamish Museum,https://en.wikipedia.org/wiki/Beamish_Museum,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Stanley,0,0,0,infoseek,0,0,0,oven_04957723,infoseek_val_00013981
